id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,original_language,release_year
330459,Rogue One: A Star Wars Story,2016-12-14,11.9302,7.505,16334,"[28, 12, 878]",A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,en,2016
510,One Flew Over the Cuckoo's Nest,1975-11-19,11.9217,8.412,11393,[18],"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",en,1975
568124,Encanto,2021-10-13,11.9146,7.569,10160,"[16, 35, 10751, 14]","The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",en,2021
246,Zatoichi,2003-09-06,11.8992,7.241,954,"[12, 18, 28]","Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople.",ja,2003
146233,Prisoners,2013-09-19,11.8739,8.103,12986,"[18, 53, 80]","Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.",en,2013
103,Taxi Driver,1976-02-09,11.8711,8.126,13368,"[80, 18]","Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city.",en,1976
301528,Toy Story 4,2019-06-19,11.8703,7.465,10469,"[10751, 35, 16, 12]","Woody has always been confident about his place in the world, devoted to taking care of his kid—whether that's Andy or Bonnie. But after Bonnie creates a reluctant new toy called ""Forky"", a road trip adventure alongside old and new friends challenges everything Woody believes about loyalty, purpose, and what it truly means to be a toy.",en,2019
137113,Edge of Tomorrow,2014-05-27,11.8569,7.6,14976,"[28, 878]","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",en,2014
1057491,Naughty,2023-02-14,11.8098,6.2,100,[18],"In order to prevent the construction of a skyscraper in an urban forest, Elya, a young environmental activist, accepts a challenge from the mega wealthy developer: If after spending seven days with him, she doesn't fall for him, he'll stop the project. During this time of luxury and passion, Elya becomes increasingly attracted to him.",ru,2023
1100782,Smile 2,2024-10-16,11.7995,6.584,2120,"[27, 9648, 10402]","About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",en,2024
24,Kill Bill: Vol. 1,2003-10-10,11.7596,8.0,18840,"[28, 80]","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",en,2003
851644,20th Century Girl,2022-10-06,11.7422,8.146,809,"[10749, 18]","In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",ko,2022
10494,Perfect Blue,1998-02-28,11.7416,8.3,3151,"[16, 53]","Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.",ja,1998
640,Catch Me If You Can,2002-12-16,11.7186,7.977,17006,"[18, 80]","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",en,2002
16366,Joseph: King of Dreams,2000-11-07,11.7041,6.896,1066,"[10751, 16, 18]","In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",en,2000
8392,My Neighbor Totoro,1988-04-16,11.6672,8.062,8760,"[14, 16, 10751]","Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",ja,1988
1034541,Terrifier 3,2024-10-09,11.653,6.785,1927,[27],"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.",en,2024
607,Men in Black,1997-07-02,11.6415,7.22,14770,"[28, 12, 35, 878]","After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",en,1997
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,11.6394,7.5,14862,"[12, 28, 878]","When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker must choose a side.",en,2005
49519,The Croods,2013-03-15,11.6349,6.937,7507,"[16, 12, 10751, 35]","The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",en,2013
581,Dances with Wolves,1990-03-30,11.6193,7.838,4662,"[12, 18, 37]","Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",en,1990
335983,Venom,2018-09-28,11.6103,6.825,17175,"[878, 28]","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",en,2018
1091,The Thing,1982-06-25,11.6072,8.1,7868,"[27, 9648, 878]",A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,en,1982
6479,I Am Legend,2007-12-12,11.5761,7.21,16757,"[18, 878, 53]","Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",en,2007
260513,Incredibles 2,2018-06-14,10.9006,7.451,13628,"[28, 12, 16, 10751]","Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",en,2018
9470,Kung Fu Hustle,2004-02-10,10.4081,7.488,3149,"[28, 35, 80, 14]","It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",cn,2004
507089,Five Nights at Freddy's,2023-10-25,10.1845,7.327,4985,"[27, 53]","Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",en,2023
530915,1917,2019-12-25,10.4298,7.987,13476,"[10752, 36, 18]","At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",en,2019
87101,Terminator Genisys,2015-06-23,11.1583,5.952,8936,"[878, 28, 53]","The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",en,2015
1401778,Turbulence,2025-11-26,12.1104,6.671,114,"[53, 28, 12, 18, 14]","Young married couple Zach and Emmy decide to take a hot air balloon trip across the Italian Dolomites to rekindle their relationship. When they and pilot Harry are joined by a third passenger, Julia, events unfold in ways they could never imagine five thousand meters in the air.",en,2025
439079,The Nun,2018-09-05,11.305,5.903,7145,[27],A priest with a dark past and a novice nearing her final vows are sent by the Vatican to Romania to investigate a nun's death and face a demonic force.,en,2018
257211,The Intern,2015-09-23,10.9703,7.229,7286,[35],"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",en,2015
615777,Babylon,2022-12-22,11.1748,7.358,3746,"[18, 35]","A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",en,2022
18,The Fifth Element,1997-05-02,12.4678,7.566,11623,"[878, 28, 12]","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",fr,1997
1226578,Longlegs,2024-07-10,12.0433,6.529,2607,"[80, 27, 9648]","FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.",en,2024
7485,Shooter,2007-03-22,10.9646,7.118,5412,"[18, 28, 53]","A top Marine sniper, Bob Lee Swagger, leaves the military after a mission goes horribly awry and disappears, living in seclusion. He is coaxed back into service after a high-profile government official convinces him to help thwart a plot to kill the President of the United States. Ultimately double-crossed and framed for the attempt, Swagger becomes the target of a nationwide manhunt. He goes on the run to track the real killer and find out who exactly set him up, and why, eventually seeking revenge against some of the most powerful and corrupt leaders in the free world.",en,2007
140300,Kung Fu Panda 3,2016-01-23,9.7346,6.921,6545,"[16, 28, 12, 35, 10751]","While Po and his father are visiting a secret panda village, an evil spirit threatens all of China, forcing Po to form a ragtag army to fight back.",en,2016
152601,Her,2013-12-18,12.1126,7.839,15242,"[10749, 878, 18]","In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",en,2013
9453,Caligula,1979-08-14,10.8795,5.974,976,"[18, 36]","After the death of the paranoid emperor Tiberius, Caligula, his heir, seizes power and plunges the empire into a bloody spiral of madness and depravity.",it,1979
628847,Trap House,2025-11-14,10.8805,6.561,256,"[28, 80, 53]","An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves – their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.",en,2025
11770,Shaolin Soccer,2001-07-05,11.2812,7.153,2506,"[28, 35]",A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.,cn,2001
1294203,My Fault: London,2025-02-12,11.2753,7.382,550,"[18, 10749]","18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",en,2025
508442,Soul,2020-12-25,11.2691,8.1,11353,"[16, 10751, 18, 10402, 14]","Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",en,2020
1022256,Selena Gomez: My Mind & Me,2022-11-04,11.252,8.497,590,"[99, 10402]","After years in the limelight, Selena Gomez achieves unimaginable stardom. But just as she reaches a new peak, an unexpected turn pulls her into darkness. This uniquely raw and intimate documentary spans her six-year journey into a new light.",en,2022
1327862,Regretting You,2025-10-22,11.2306,6.988,382,"[10749, 18]","Morgan Grant and her daughter Clara explore what's left behind after a devastating accident reveals a shocking betrayal and forces them to confront family secrets, redefine love, and rediscover each other.",en,2025
101299,The Hunger Games: Catching Fire,2013-11-15,11.2032,7.4,18379,"[12, 28, 878]","After surviving the Hunger Games, Katniss and Peeta struggle with the consequences of their victory as unrest spreads across Panem. Forced back into the spotlight, they become symbols of hope and resistance while the Capitol prepares a new and deadly challenge that will change the future of the nation forever.",en,2013
381284,Hidden Figures,2016-12-10,11.2026,8.039,10380,"[18, 36]","The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",en,2016
82702,How to Train Your Dragon 2,2014-06-05,11.1805,7.679,10378,"[14, 28, 12, 16, 10751]","Five years after uniting the dragons and Vikings of Berk, Hiccup and Toothless soar beyond their homeland, charting the vast unknown. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider with a startling connection to Hiccup. And as the ruthless dragon conqueror Drago Bludvist rises to seize control of both dragons and people alike, Hiccup must step into his role as a true leader and, alongside his friends and Toothless, protect Berk from a devastating war.",en,2014
284052,Doctor Strange,2016-10-25,11.1785,7.419,23354,"[14, 12, 28]","After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",en,2016
166428,How to Train Your Dragon: The Hidden World,2019-01-03,11.176,7.751,7065,"[16, 10751, 12]","As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.",en,2019
1724,The Incredible Hulk,2008-06-12,11.1438,6.235,12628,"[878, 28, 12]","Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",en,2008
941109,Play Dirty,2025-09-30,11.1392,6.577,605,"[80, 28, 53]","Expert thief Parker gets a shot at a major heist, but to pull it off he and his team must outsmart a South American dictator, the New York mob, and the world's richest man.",en,2025
812037,Last Summer,2023-09-13,11.1257,6.08,244,[18],"One summer, a French teenager who has been living with his mother in the city moves in with his estranged father’s family in the countryside, where he clashes with his stepmother.",fr,2023
57800,Ice Age: Continental Drift,2012-06-27,11.1111,6.383,8071,"[16, 35, 12, 10751]","Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",en,2012
11970,Hercules,1997-06-13,11.095,7.5,7891,"[16, 10751, 14, 12, 35, 10749]","Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",en,1997
36647,Blade,1998-08-21,11.0657,6.8,6655,"[27, 28]","The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",en,1998
374720,Dunkirk,2017-07-19,11.0504,7.451,17509,"[10752, 28, 18]","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",en,2017
46195,Rio,2011-04-03,11.0424,6.762,7143,"[16, 12, 35, 10751]","Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",en,2011
82690,Wreck-It Ralph,2012-11-01,11.0368,7.4,13026,"[10751, 16, 35, 12]","Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",en,2012
13186,Wrong Turn 2: Dead End,2007-08-25,11.0331,6.13,1529,"[27, 53]",Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,en,2007
4248,Scary Movie 2,2001-07-04,11.0311,5.816,5116,[35],"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",en,2001
812583,Wake Up Dead Man: A Knives Out Mystery,2025-11-26,11.022,7.205,2410,"[53, 9648, 35]","When young priest Jud Duplenticy is sent to assist charismatic firebrand Monsignor Jefferson Wicks, it’s clear that all is not well in the pews. After a sudden and seemingly impossible murder rocks the town, the lack of an obvious suspect prompts local police chief Geraldine Scott to join forces with renowned detective Benoit Blanc to unravel a mystery that defies all logic.",en,2025
1064213,Anora,2024-10-14,11.0036,7.1,3106,"[18, 35, 10749]","A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",en,2024
207768,I Spit on Your Grave 2,2013-08-25,11.0029,6.275,1417,"[53, 27, 80]","Broke, and in desperate need to update her portfolio, New York City model Katie calls a number from a tear-off flyer offering free photos. But this innocent attempt quickly turns into an unthinkable kidnapping nightmare where she's ripped away from everyone and everything she knows.",en,2013
4588,"Lust, Caution",2007-09-24,10.9994,7.266,795,"[28, 18, 10749, 53]","During World War II, a secret agent must seduce and assassinate an official who works for the Japanese puppet government in Shanghai.",zh,2007
562,Die Hard,1988-07-15,10.9954,7.81,12216,"[28, 53]","NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office's Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",en,1988
940721,Godzilla Minus One,2023-11-03,10.9757,7.568,3126,"[878, 27, 28]","In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",ja,2023
1291335,Solo Mio,2026-02-05,10.9584,7.085,130,"[10749, 35]","After Matt's dreams of a picturesque Italian wedding are shattered when his fiancée leaves him at the altar, he embarks on his planned honeymoon across Italy alone, immersing himself in the country's vibrant culture, food, and beauty, meeting Gia along the way.",en,2026
5175,Rush Hour 2,2001-08-03,10.9571,6.759,4562,"[28, 35, 80]","It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",en,2001
447332,A Quiet Place,2018-04-03,10.9179,7.391,15276,"[27, 18, 878]",A family is forced to live in silence while hiding from creatures that hunt by sound.,en,2018
102651,Maleficent,2014-05-28,10.8999,7.087,13681,"[14, 12, 28, 10751, 10749]","A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",en,2014
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,10.8973,8.197,4463,"[16, 28, 14]","Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",ja,2020
9072,Little Man,2006-08-31,10.8934,5.936,1885,"[35, 80]","After leaving prison, dwarf criminal Calvin Sims joins his moron brother Percy in stealing an expensive huge diamond from a jewelry store for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards' house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.",en,2006
524434,Eternals,2021-11-03,10.881,6.773,9091,"[878, 28, 12]","The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",en,2021
1241436,Warfare,2025-04-09,10.5363,7.073,1416,"[10752, 28]","A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",en,2025
50014,The Help,2011-08-09,10.3984,8.199,8981,[18],"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",en,2011
9757,Norbit,2007-02-08,10.8658,5.667,2578,[35],"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her.",en,2007
291805,Now You See Me 2,2016-06-02,10.8588,6.8,11532,"[80, 53]","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",en,2016
601,E.T. the Extra-Terrestrial,1982-06-11,10.8564,7.513,11953,"[878, 12, 10751, 14]","An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",en,1982
10835,The Killer,1989-03-24,10.8544,7.587,892,"[28, 80, 18, 53]","Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",cn,1989
297802,Aquaman,2018-12-07,9.701,6.867,14864,"[28, 12, 14]","Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",en,2018
420817,Aladdin,2019-05-22,10.7062,7.085,10585,"[12, 14, 10749, 10751]",A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.,en,2019
934433,Scream VI,2023-03-08,9.8471,6.95,3155,"[27, 53, 80]","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",en,2023
423108,The Conjuring: The Devil Made Me Do It,2021-05-25,10.6435,7.355,6499,"[27, 9648, 53]","Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",en,2021
615173,The Witch Part 2 - The Other One,2022-06-15,10.2251,7.371,437,"[28, 9648, 53, 878]","A girl wakes up in a huge secret laboratory, then accidentally meets another girl who is trying to protect her house from a gang. The mystery girl overthrows the gang with her unexpected powers, and laboratory staff set out to find her.",ko,2022
11544,Lilo & Stitch,2002-06-21,10.3234,7.559,7054,"[16, 10751, 35, 878]","As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",en,2002
1430,Bowling for Columbine,2002-10-09,10.5437,7.512,1682,"[99, 18]","This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old. Bowling for Columbine is a journey through the US, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",en,2002
745,The Sixth Sense,1999-08-06,10.8346,7.952,12797,"[9648, 53, 18]","Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",en,1999
102899,Ant-Man,2015-07-14,10.0372,7.065,20804,"[878, 12, 28]","Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",en,2015
1010756,The Strangers: Chapter 2,2025-09-25,10.2874,6.118,301,"[27, 53]","After learning that one of their victims, Maya, is still alive, The Strangers return to finish the job. With nowhere to run and no one to trust, Maya soon finds herself in a brutal fight for survival against psychopaths more than willing to kill anyone who stands in their way.",en,2025
500,Reservoir Dogs,1992-09-02,9.7478,8.114,15387,"[80, 53]","A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",en,1992
38575,The Karate Kid,2010-06-10,10.5139,6.565,6526,"[28, 12, 18, 10751]","12-year-old Dre Parker could've been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",en,2010
37799,The Social Network,2010-10-01,9.9957,7.372,13100,[18],"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",en,2010
176,Saw,2004-10-01,10.1025,7.421,10003,"[27, 9648, 80]","Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",en,2004
667538,Transformers: Rise of the Beasts,2023-06-06,10.2668,7.171,5241,"[878, 12, 28]","When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",en,2023
